time	posX	posY	posZ	velX	velY	velZ	accX	accY	accZ	q0	q1	q2	q3	q_vel0	q_vel1	q_vel2	q_vel3	q_acc0	q_acc1	acc1X	acc1Y	acc1Z	acc1X	acc1Y	acc1Z	gyro1X	gyro1Y	gyro1Z
0.76	0.854848	0	0	1.0944	-0	-0	-3.12	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.1949	0.012529	-9.86032	-3.13225	-0.112761	-9.96055	-0.006	0	-0.012
0.77	0.865634	0	0	1.0626	-0	-0	-3.24	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.09466	-0.100232	-9.9355	-3.08213	-0.050116	-9.83526	0	-0.006	0
0.78	0.876096	0	0	1.0296	-0	-0	-3.36	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.35777	-0.112761	-9.87285	-3.34524	-0.100232	-9.86032	-0.018	-0.012	0
0.79	0.886222	0	0	0.9954	-0	-0	-3.48	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.30766	-0.062645	-9.83526	-3.57077	0.012529	-9.83526	0.006	-0.006	-0.006
0.8	0.896	0	0	0.96	-0	-0	-3.6	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.73364	-0.062645	-10.0107	-3.54571	0.162877	-9.84779	-0.006	-0.006	0
0.81	0.905418	0	0	0.9234	-0	-0	-3.72	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.7587	-0.187935	-9.78515	-3.70858	0.100232	-9.98561	0	-0.006	0.006
0.82	0.914464	0	0	0.8856	-0	-0	-3.84	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.95916	-0.187935	-9.84779	-3.68353	0	-10.0107	-0.012	0.018	-0.012
0.83	0.923126	0	0	0.8466	-0	-0	-3.96	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.77123	-0.112761	-9.81021	-3.95916	0	-9.92297	-0.012	0	-0.012
0.84	0.931392	0	0	0.8064	-0	-0	-4.08	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-3.88399	-0.137819	-10.0608	-4.07193	0.100232	-10.0608	0.006	0.012	0.012
0.85	0.93925	0	0	0.765	-0	-0	-4.2	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-4.1471	0.100232	-9.89791	-4.18469	0.238051	-9.9355	0.006	-0.006	-0.024
0.86	0.946688	0	0	0.7224	-0	-0	-4.32	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-4.28492	-0.050116	-9.69745	-4.12204	-0.012529	-9.78515	-0.018	-0.006	0.006
0.87	0.953694	0	0	0.6786	-0	-0	-4.44	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-4.42274	0.087703	-9.98561	-4.34756	0.012529	-9.78515	-0.018	0.006	0.018
0.88	0.960256	0	0	0.6336	-0	-0	-4.56	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-4.68585	0.162877	-9.64733	-4.54803	0.100232	-9.84779	0.012	0.006	-0.006
0.89	0.966362	0	0	0.5874	-0	-0	-4.68	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-4.6232	0.087703	-9.89791	-4.68585	-0.025058	-9.79768	-0.006	0.006	-0.012
0.9	0.972	0	0	0.54	-0	-0	-4.8	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-4.93643	-0.137819	-9.99814	-4.79861	-0.150348	-9.97308	0.012	0.006	0
0.91	0.977158	0	0	0.4914	-0	-0	-4.92	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.06172	-0.050116	-10.0984	-4.74849	0.025058	-9.88538	0	0.006	0.006
0.92	0.981824	0	0	0.4416	-0	-0	-5.04	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.0116	0.062645	-9.86032	-5.06172	0.062645	-9.83526	-0.006	0	0
0.93	0.985986	0	0	0.3906	-0	-0	-5.16	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.13689	-0.025058	-9.94803	-5.12436	0.012529	-9.92297	0	0.012	-0.012
0.94	0.989632	0	0	0.3384	-0	-0	-5.28	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.45012	0.025058	-9.96055	-5.16195	0.037587	-9.7225	0	-0.018	-0.006
0.95	0.99275	0	0	0.285	-0	-0	-5.4	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.56288	0.012529	-9.76009	-5.45012	0	-9.86032	0.024	0.006	0.006
0.96	0.995328	0	0	0.2304	-0	-0	-5.52	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.55035	0.150348	-9.83526	-5.65058	0.037587	-9.82274	-0.006	0.006	0.012
0.97	0.997354	0	0	0.1746	-0	-0	-5.64	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.76334	0	-9.99814	-5.81346	0.062645	-10.0733	0	-0.006	-0.006
0.98	0.998816	0	0	0.1176	-0	-0	-5.76	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.88863	-0.062645	-9.79768	-5.61299	-0.100232	-10.0733	0	0.006	-0.024
0.99	0.999702	0	0	0.0594	-0	-0	-5.88	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-5.86357	0.037587	-9.98561	-5.95127	0.075174	-9.65986	0.006	0	0
1	1	0	0	-0	-0	-0	-6	-0	-0	1	0	0	0	0	0	0	0	0	0	0	0	-6.03898	0.112761	-9.7225	-6.02645	0.012529	-9.69745	0.006	0.012	-0.006
